"[0.9635254740715027, 0.09549149870872498, -0.25]","[-0.09549149870872498, -0.7499998807907104, -0.6545084714889526]","[-0.25, 0.6545084714889526, -0.7135254144668579]"
"[0.7135255336761475, -0.25, 0.6545084714889526]","[-0.25, -0.9635254144668579, -0.09549149870872498]","[0.6545084714889526, -0.09549149870872498, -0.7499998807907104]"
"[0.7135255336761475, -0.25, -0.6545084714889526]","[-0.25, -0.9635254144668579, 0.09549149870872498]","[-0.6545084714889526, 0.09549149870872498, -0.7499998807907104]"
"[0.80901700258255, -0.4999999701976776, 0.30901697278022766]","[-0.30901697278022766, -0.8090169429779053, -0.4999999701976776]","[0.4999999701976776, 0.30901697278022766, -0.8090169429779053]"
"[0.80901700258255, -0.30901697278022766, -0.4999999701976776]","[-0.4999999701976776, -0.8090169429779053, -0.30901697278022766]","[-0.30901697278022766, 0.4999999701976776, -0.8090169429779053]"
"[0.75, -0.6545084714889526, -0.09549149870872498]","[-0.6545084714889526, -0.7135254144668579, -0.25]","[0.09549149870872498, 0.25, -0.9635254144668579]"
"[0.6670740842819214, 0.7296684980392456, 0.15031997859477997]","[0.7296684980392456, -0.6806282997131348, 0.06579416990280151]","[0.15031997859477997, 0.06579416990280151, -0.9864455461502075]"
"[0.6670740842819214, 0.7296684980392456, -0.15031997859477997]","[0.7296684980392456, -0.6806282997131348, -0.06579416990280151]","[-0.15031997859477997, -0.06579416990280151, -0.9864455461502075]"
"[0.7025598287582397, 0.5929028391838074, 0.3935427963733673]","[0.6806283593177795, -0.7212913036346436, -0.12838855385780334]","[0.20773711800575256, 0.35805705189704895, -0.9102967977523804]"
"[0.7025598287582397, 0.6806283593177795, -0.20773711800575256]","[0.5929028391838074, -0.7212913036346436, -0.35805705189704895]","[-0.3935427963733673, 0.12838855385780334, -0.9102967977523804]"
"[0.80901700258255, 0.5, 0.30901700258255005]","[0.5877255201339722, -0.6806282997131348, -0.437405526638031]","[-0.008377030491828918, 0.5354856848716736, -0.8445026874542236]"
"[0.80901700258255, 0.5877255201339722, 0.008377030491828918]","[0.5, -0.6806282997131348, -0.5354856848716736]","[-0.30901700258255005, 0.437405526638031, -0.8445026874542236]"
"[0.6806284189224243, 0.437405526638031, 0.5877255201339722]","[0.5354856848716736, -0.8445026874542236, 0.008377030491828918]","[0.5, 0.30901700258255005, -0.8090169429779053]"
"[0.6806284189224243, 0.5354856848716736, 0.5]","[0.437405526638031, -0.8445026874542236, 0.30901700258255005]","[0.5877255201339722, 0.008377030491828918, -0.8090169429779053]"
"[0.6806284189224243, 0.5354856848716736, -0.5]","[0.437405526638031, -0.8445026874542236, -0.30901700258255005]","[-0.5877255201339722, -0.008377030491828918, -0.8090169429779053]"
"[0.6806284189224243, 0.437405526638031, -0.5877255201339722]","[0.5354856848716736, -0.8445026874542236, -0.008377030491828918]","[-0.5, -0.30901700258255005, -0.8090169429779053]"
"[0.9102969169616699, 0.20773711800575256, 0.35805705189704895]","[0.3935427963733673, -0.7025597095489502, -0.5929028391838074]","[0.12838855385780334, 0.6806283593177795, -0.7212913036346436]"
"[0.9102969169616699, 0.3935427963733673, -0.12838855385780334]","[0.20773711800575256, -0.7025597095489502, -0.6806283593177795]","[-0.35805705189704895, 0.5929028391838074, -0.7212913036346436]"
"[0.7212914228439331, 0.12838855385780334, 0.6806283593177795]","[0.35805705189704895, -0.9102967977523804, -0.20773711800575256]","[0.5929028391838074, 0.3935427963733673, -0.7025597095489502]"
"[0.7212914228439331, 0.35805705189704895, 0.5929028391838074]","[0.12838855385780334, -0.9102967977523804, 0.3935427963733673]","[0.6806283593177795, -0.20773711800575256, -0.7025597095489502]"
"[0.7212914228439331, 0.35805705189704895, -0.5929028391838074]","[0.12838855385780334, -0.9102967977523804, -0.3935427963733673]","[-0.6806283593177795, 0.20773711800575256, -0.7025597095489502]"
"[0.7212914228439331, 0.12838855385780334, -0.6806283593177795]","[0.35805705189704895, -0.9102967977523804, 0.20773711800575256]","[-0.5929028391838074, -0.3935427963733673, -0.7025597095489502]"
"[0.8445027470588684, -0.008377030491828918, 0.5354856848716736]","[0.30901700258255005, -0.8090169429779053, -0.5]","[0.437405526638031, 0.5877255201339722, -0.6806282997131348]"
"[0.8445027470588684, 0.30901700258255005, -0.437405526638031]","[-0.008377030491828918, -0.8090169429779053, -0.5877255201339722]","[-0.5354856848716736, 0.5, -0.6806282997131348]"
"[0.9864456653594971, 0.15031997859477997, 0.06579416990280151]","[0.15031997859477997, -0.6670739650726318, -0.7296684980392456]","[-0.06579416990280151, 0.7296684980392456, -0.6806282997131348]"
"[0.6806284189224243, -0.06579416990280151, 0.7296684980392456]","[0.06579416990280151, -0.9864455461502075, -0.15031997859477997]","[0.7296684980392456, 0.15031997859477997, -0.6670739650726318]"
"[0.6806284189224243, 0.06579416990280151, 0.7296684980392456]","[-0.06579416990280151, -0.9864455461502075, 0.15031997859477997]","[0.7296684980392456, -0.15031997859477997, -0.6670739650726318]"
"[0.6806284189224243, 0.06579416990280151, -0.7296684980392456]","[-0.06579416990280151, -0.9864455461502075, -0.15031997859477997]","[-0.7296684980392456, 0.15031997859477997, -0.6670739650726318]"
"[0.6806284189224243, -0.06579416990280151, -0.7296684980392456]","[0.06579416990280151, -0.9864455461502075, 0.15031997859477997]","[-0.7296684980392456, -0.15031997859477997, -0.6670739650726318]"
"[0.9864456653594971, -0.15031997859477997, -0.06579416990280151]","[-0.15031997859477997, -0.6670739650726318, -0.7296684980392456]","[0.06579416990280151, 0.7296684980392456, -0.6806282997131348]"
"[0.8445027470588684, -0.30901700258255005, 0.437405526638031]","[0.008377030491828918, -0.8090169429779053, -0.5877255201339722]","[0.5354856848716736, 0.5, -0.6806282997131348]"
"[0.8445027470588684, 0.008377030491828918, -0.5354856848716736]","[-0.30901700258255005, -0.8090169429779053, -0.5]","[-0.437405526638031, 0.5877255201339722, -0.6806282997131348]"
"[0.7212914228439331, -0.35805705189704895, 0.5929028391838074]","[-0.12838855385780334, -0.9102967977523804, -0.3935427963733673]","[0.6806283593177795, 0.20773711800575256, -0.7025597095489502]"
"[0.7212914228439331, -0.12838855385780334, 0.6806283593177795]","[-0.35805705189704895, -0.9102967977523804, 0.20773711800575256]","[0.5929028391838074, -0.3935427963733673, -0.7025597095489502]"
"[0.7212914228439331, -0.12838855385780334, -0.6806283593177795]","[-0.35805705189704895, -0.9102967977523804, -0.20773711800575256]","[-0.5929028391838074, 0.3935427963733673, -0.7025597095489502]"
"[0.7212914228439331, -0.35805705189704895, -0.5929028391838074]","[-0.12838855385780334, -0.9102967977523804, 0.3935427963733673]","[-0.6806283593177795, -0.20773711800575256, -0.7025597095489502]"
"[0.9102969169616699, -0.3935427963733673, 0.12838855385780334]","[-0.20773711800575256, -0.7025597095489502, -0.6806283593177795]","[0.35805705189704895, 0.5929028391838074, -0.7212913036346436]"
"[0.9102969169616699, -0.20773711800575256, -0.35805705189704895]","[-0.3935427963733673, -0.7025597095489502, -0.5929028391838074]","[-0.12838855385780334, 0.6806283593177795, -0.7212913036346436]"
"[0.6806284189224243, -0.5354856848716736, 0.5]","[-0.437405526638031, -0.8445026874542236, -0.30901700258255005]","[0.5877255201339722, -0.008377030491828918, -0.8090169429779053]"
"[0.6806284189224243, -0.437405526638031, 0.5877255201339722]","[-0.5354856848716736, -0.8445026874542236, -0.008377030491828918]","[0.5, -0.30901700258255005, -0.8090169429779053]"
"[0.6806284189224243, -0.437405526638031, -0.5877255201339722]","[-0.5354856848716736, -0.8445026874542236, 0.008377030491828918]","[-0.5, 0.30901700258255005, -0.8090169429779053]"
"[0.6806284189224243, -0.5354856848716736, -0.5]","[-0.437405526638031, -0.8445026874542236, 0.30901700258255005]","[-0.5877255201339722, 0.008377030491828918, -0.8090169429779053]"
"[0.80901700258255, -0.5877255201339722, -0.008377030491828918]","[-0.5, -0.6806282997131348, -0.5354856848716736]","[0.30901700258255005, 0.437405526638031, -0.8445026874542236]"
"[0.80901700258255, -0.5, -0.30901700258255005]","[-0.5877255201339722, -0.6806282997131348, -0.437405526638031]","[0.008377030491828918, 0.5354856848716736, -0.8445026874542236]"
"[0.7025598287582397, -0.6806283593177795, 0.20773711800575256]","[-0.5929028391838074, -0.7212913036346436, -0.35805705189704895]","[0.3935427963733673, 0.12838855385780334, -0.9102967977523804]"
"[0.7025598287582397, -0.5929028391838074, -0.3935427963733673]","[-0.6806283593177795, -0.7212913036346436, -0.12838855385780334]","[-0.20773711800575256, 0.35805705189704895, -0.9102967977523804]"
"[0.6670740842819214, -0.7296684980392456, 0.15031997859477997]","[-0.7296684980392456, -0.6806282997131348, -0.06579416990280151]","[0.15031997859477997, -0.06579416990280151, -0.9864455461502075]"
"[0.6670740842819214, -0.7296684980392456, -0.15031997859477997]","[-0.7296684980392456, -0.6806282997131348, 0.06579416990280151]","[-0.15031997859477997, 0.06579416990280151, -0.9864455461502075]"
"[0.5877852439880371, 0.6881909370422363, 0.4253254234790802]","[0.6881909370422363, -0.7017185688018799, 0.18434803187847137]","[0.4253254234790802, 0.18434803187847137, -0.8860666751861572]"
"[0.5877852439880371, 0.6881909370422363, -0.4253254234790802]","[0.6881909370422363, -0.7017185688018799, -0.18434803187847137]","[-0.4253254234790802, -0.18434803187847137, -0.8860666751861572]"
"[0.8860666155815125, 0.4253254234790802, 0.18434803187847137]","[0.4253254234790802, -0.5877852439880371, -0.6881909370422363]","[-0.18434803187847137, 0.6881909370422363, -0.7017185688018799]"
"[0.7017186284065247, -0.18434803187847137, 0.6881909370422363]","[0.18434803187847137, -0.8860666751861572, -0.4253254234790802]","[0.6881909370422363, 0.4253254234790802, -0.5877852439880371]"
"[0.7017186284065247, 0.18434803187847137, 0.6881909370422363]","[-0.18434803187847137, -0.8860666751861572, 0.4253254234790802]","[0.6881909370422363, -0.4253254234790802, -0.5877852439880371]"
"[0.7017186284065247, 0.18434803187847137, -0.6881909370422363]","[-0.18434803187847137, -0.8860666751861572, -0.4253254234790802]","[-0.6881909370422363, 0.4253254234790802, -0.5877852439880371]"
"[0.7017186284065247, -0.18434803187847137, -0.6881909370422363]","[0.18434803187847137, -0.8860666751861572, 0.4253254234790802]","[-0.6881909370422363, -0.4253254234790802, -0.5877852439880371]"
"[0.8860666155815125, -0.4253254234790802, -0.18434803187847137]","[-0.4253254234790802, -0.5877852439880371, -0.6881909370422363]","[0.18434803187847137, 0.6881909370422363, -0.7017185688018799]"
"[0.5877852439880371, -0.6881909370422363, 0.4253254234790802]","[-0.6881909370422363, -0.7017185688018799, -0.18434803187847137]","[0.4253254234790802, -0.18434803187847137, -0.8860666751861572]"
"[0.5877852439880371, -0.6881909370422363, -0.4253254234790802]","[-0.6881909370422363, -0.7017185688018799, 0.18434803187847137]","[-0.4253254234790802, 0.18434803187847137, -0.8860666751861572]"
"[0.7296684980392456, 0.36323437094688416, 0.5793484449386597]","[0.6638742685317993, -0.5793484449386597, -0.47289127111434937]","[0.1638742983341217, 0.7296684384346008, -0.6638741493225098]"
"[0.7296684980392456, 0.6638742685317993, -0.1638742983341217]","[0.36323437094688416, -0.5793484449386597, -0.7296684384346008]","[-0.5793484449386597, 0.47289127111434937, -0.6638741493225098]"
"[0.7296684980392456, -0.6638742685317993, 0.1638742983341217]","[-0.36323437094688416, -0.5793484449386597, -0.7296684384346008]","[0.5793484449386597, 0.47289127111434937, -0.6638741493225098]"
"[0.7296684980392456, -0.36323437094688416, -0.5793484449386597]","[-0.6638742685317993, -0.5793484449386597, -0.47289127111434937]","[-0.1638742983341217, 0.7296684384346008, -0.6638741493225098]"
"[0.5219314098358154, 0.8090169429779053, 0.2703315019607544]","[0.8528797626495361, -0.49999988079071045, -0.15031996369361877]","[0.013554349541664124, 0.30901697278022766, -0.9509598016738892]"
"[0.5219314098358154, 0.8528797626495361, -0.013554349541664124]","[0.8090169429779053, -0.49999988079071045, -0.30901697278022766]","[-0.2703315019607544, 0.15031996369361877, -0.9509598016738892]"
"[0.6283886432647705, 0.7432227730751038, 0.22966846823692322]","[0.7432227730751038, -0.4864455461502075, -0.45933693647384644]","[-0.22966846823692322, 0.45933693647384644, -0.858056902885437]"
"[0.5793485045433044, 0.47289127111434937, 0.6638742685317993]","[0.7296684384346008, -0.6638741493225098, -0.1638742983341217]","[0.36323437094688416, 0.5793484449386597, -0.729668378829956]"
"[0.5793485045433044, 0.7296684384346008, -0.36323437094688416]","[0.47289127111434937, -0.6638741493225098, -0.5793484449386597]","[-0.6638742685317993, 0.1638742983341217, -0.729668378829956]"
"[0.48644566535949707, 0.45933693647384644, 0.7432227730751038]","[0.45933693647384644, -0.858056902885437, 0.22966846823692322]","[0.7432227730751038, 0.22966846823692322, -0.6283884048461914]"
"[0.48644566535949707, 0.45933693647384644, -0.7432227730751038]","[0.45933693647384644, -0.858056902885437, -0.22966846823692322]","[-0.7432227730751038, -0.22966846823692322, -0.6283884048461914]"
"[0.6638743281364441, 0.1638742983341217, 0.7296684384346008]","[0.5793484449386597, -0.729668378829956, -0.36323437094688416]","[0.47289127111434937, 0.6638742685317993, -0.5793484449386597]"
"[0.6638743281364441, 0.5793484449386597, -0.47289127111434937]","[0.1638742983341217, -0.729668378829956, -0.6638742685317993]","[-0.7296684384346008, 0.36323437094688416, -0.5793484449386597]"
"[0.5, 0.15031996369361877, 0.8528797626495361]","[0.30901697278022766, -0.9509598016738892, -0.013554349541664124]","[0.8090169429779053, 0.2703315019607544, -0.5219312906265259]"
"[0.5, 0.30901697278022766, 0.8090169429779053]","[0.15031996369361877, -0.9509598016738892, 0.2703315019607544]","[0.8528797626495361, -0.013554349541664124, -0.5219312906265259]"
"[0.5, 0.30901697278022766, -0.8090169429779053]","[0.15031996369361877, -0.9509598016738892, -0.2703315019607544]","[-0.8528797626495361, 0.013554349541664124, -0.5219312906265259]"
"[0.5, 0.15031996369361877, -0.8528797626495361]","[0.30901697278022766, -0.9509598016738892, 0.013554349541664124]","[-0.8090169429779053, -0.2703315019607544, -0.5219312906265259]"
"[0.9509599208831787, 0.013554349541664124, 0.30901697278022766]","[0.2703315019607544, -0.5219312906265259, -0.8090169429779053]","[0.15031996369361877, 0.8528797626495361, -0.49999988079071045]"
"[0.9509599208831787, 0.2703315019607544, -0.15031996369361877]","[0.013554349541664124, -0.5219312906265259, -0.8528797626495361]","[-0.30901697278022766, 0.8090169429779053, -0.49999988079071045]"
"[0.8580570816993713, -0.22966846823692322, 0.45933693647384644]","[0.22966846823692322, -0.6283884048461914, -0.7432227730751038]","[0.45933693647384644, 0.7432227730751038, -0.4864455461502075]"
"[0.8580570816993713, 0.22966846823692322, -0.45933693647384644]","[-0.22966846823692322, -0.6283884048461914, -0.7432227730751038]","[-0.45933693647384644, 0.7432227730751038, -0.4864455461502075]"
"[0.9509599208831787, -0.2703315019607544, 0.15031996369361877]","[-0.013554349541664124, -0.5219312906265259, -0.8528797626495361]","[0.30901697278022766, 0.8090169429779053, -0.49999988079071045]"
"[0.9509599208831787, -0.013554349541664124, -0.30901697278022766]","[-0.2703315019607544, -0.5219312906265259, -0.8090169429779053]","[-0.15031996369361877, 0.8528797626495361, -0.49999988079071045]"
"[0.5, -0.30901697278022766, 0.8090169429779053]","[-0.15031996369361877, -0.9509598016738892, -0.2703315019607544]","[0.8528797626495361, 0.013554349541664124, -0.5219312906265259]"
"[0.5, -0.15031996369361877, 0.8528797626495361]","[-0.30901697278022766, -0.9509598016738892, 0.013554349541664124]","[0.8090169429779053, -0.2703315019607544, -0.5219312906265259]"
"[0.5, -0.15031996369361877, -0.8528797626495361]","[-0.30901697278022766, -0.9509598016738892, -0.013554349541664124]","[-0.8090169429779053, 0.2703315019607544, -0.5219312906265259]"
"[0.5, -0.30901697278022766, -0.8090169429779053]","[-0.15031996369361877, -0.9509598016738892, 0.2703315019607544]","[-0.8528797626495361, -0.013554349541664124, -0.5219312906265259]"
"[0.6638743281364441, -0.5793484449386597, 0.47289127111434937]","[-0.1638742983341217, -0.729668378829956, -0.6638742685317993]","[0.7296684384346008, 0.36323437094688416, -0.5793484449386597]"
"[0.6638743281364441, -0.1638742983341217, -0.7296684384346008]","[-0.5793484449386597, -0.729668378829956, -0.36323437094688416]","[-0.47289127111434937, 0.6638742685317993, -0.5793484449386597]"
"[0.48644566535949707, -0.45933693647384644, 0.7432227730751038]","[-0.45933693647384644, -0.858056902885437, -0.22966846823692322]","[0.7432227730751038, -0.22966846823692322, -0.6283884048461914]"
"[0.48644566535949707, -0.45933693647384644, -0.7432227730751038]","[-0.45933693647384644, -0.858056902885437, 0.22966846823692322]","[-0.7432227730751038, 0.22966846823692322, -0.6283884048461914]"
"[0.5793485045433044, -0.7296684384346008, 0.36323437094688416]","[-0.47289127111434937, -0.6638741493225098, -0.5793484449386597]","[0.6638742685317993, 0.1638742983341217, -0.729668378829956]"
"[0.5793485045433044, -0.47289127111434937, -0.6638742685317993]","[-0.7296684384346008, -0.6638741493225098, -0.1638742983341217]","[-0.36323437094688416, 0.5793484449386597, -0.729668378829956]"
"[0.6283886432647705, -0.7432227730751038, -0.22966846823692322]","[-0.7432227730751038, -0.4864455461502075, -0.45933693647384644]","[0.22966846823692322, 0.45933693647384644, -0.858056902885437]"
"[0.5219314098358154, -0.8528797626495361, 0.013554349541664124]","[-0.8090169429779053, -0.49999988079071045, -0.30901697278022766]","[0.2703315019607544, 0.15031996369361877, -0.9509598016738892]"
"[0.5219314098358154, -0.8090169429779053, -0.2703315019607544]","[-0.8528797626495361, -0.49999988079071045, -0.15031996369361877]","[-0.013554349541664124, 0.30901697278022766, -0.9509598016738892]"
"[0.44721364974975586, 0.8944271206855774, 0.0]","[0.8944271206855774, -0.4472135305404663, 0.0]","[0.0, 0.0, -0.9999998807907104]"
"[0.5854102373123169, 0.638196587562561, 0.5]","[0.8090169429779053, -0.49999988079071045, -0.3090169429779053]","[0.05278642475605011, 0.5854101777076721, -0.8090169429779053]"
"[0.5854102373123169, 0.8090169429779053, -0.05278642475605011]","[0.638196587562561, -0.49999988079071045, -0.5854101777076721]","[-0.5, 0.3090169429779053, -0.8090169429779053]"
"[0.5, 0.3090169429779053, 0.8090169429779053]","[0.5854101777076721, -0.8090169429779053, -0.05278642475605011]","[0.638196587562561, 0.5, -0.5854101181030273]"
"[0.5, 0.5854101777076721, 0.638196587562561]","[0.3090169429779053, -0.8090169429779053, 0.5]","[0.8090169429779053, -0.05278642475605011, -0.5854101181030273]"
"[0.5, 0.5854101777076721, -0.638196587562561]","[0.3090169429779053, -0.8090169429779053, -0.5]","[-0.8090169429779053, 0.05278642475605011, -0.5854101181030273]"
"[0.5, 0.3090169429779053, -0.8090169429779053]","[0.5854101777076721, -0.8090169429779053, 0.05278642475605011]","[-0.638196587562561, -0.5, -0.5854101181030273]"
"[0.80901700258255, 0.05278642475605011, 0.5854101777076721]","[0.5, -0.5854101181030273, -0.638196587562561]","[0.3090169429779053, 0.8090169429779053, -0.49999988079071045]"
"[0.80901700258255, 0.5, -0.3090169429779053]","[0.05278642475605011, -0.5854101181030273, -0.8090169429779053]","[-0.5854101777076721, 0.638196587562561, -0.49999988079071045]"
"[0.44721364974975586, 0.0, 0.8944271206855774]","[0.0, -0.9999998807907104, 0.0]","[0.8944271206855774, 0.0, -0.4472135305404663]"
"[1.0, 0.0, 0.0]","[0.0, -0.4472135305404663, -0.8944271206855774]","[0.0, 0.8944271206855774, -0.4472135305404663]"
