"[0.9457826018333435, 0.2296684831380844, -0.2296684831380844]","[-0.2296684831380844, -0.02710866928100586, -0.9728912711143494]","[-0.2296684831380844, 0.9728912711143494, 0.027108728885650635]"
"[0.027108728885650635, 0.2296684831380844, -0.9728912711143494]","[-0.2296684831380844, -0.9457825422286987, -0.2296684831380844]","[-0.9728912711143494, 0.2296684831380844, 0.027108728885650635]"
"[0.027108728885650635, -0.2296684831380844, -0.9728912711143494]","[0.2296684831380844, -0.9457825422286987, 0.2296684831380844]","[-0.9728912711143494, -0.2296684831380844, 0.027108728885650635]"
"[0.80901700258255, -0.5, 0.30901697278022766]","[0.2703315019607544, -0.1503199338912964, -0.9509598612785339]","[0.5219313502311707, 0.8528797030448914, 0.013554394245147705]"
"[0.80901700258255, 0.2703315019607544, -0.5219313502311707]","[-0.5, -0.1503199338912964, -0.8528797030448914]","[-0.30901697278022766, 0.9509598612785339, 0.013554394245147705]"
"[0.5, -0.6806284189224243, 0.5354857444763184]","[0.3090170621871948, -0.4374055862426758, -0.8445027470588684]","[0.8090169429779053, 0.5877255797386169, -0.00837695598602295]"
"[0.5, 0.3090170621871948, -0.8090169429779053]","[-0.6806284189224243, -0.4374055862426758, -0.5877255797386169]","[-0.5354857444763184, 0.8445027470588684, -0.00837695598602295]"
"[-0.02710866928100586, -0.2296684831380844, 0.9728912711143494]","[-0.2296684831380844, -0.9457825422286987, -0.2296684831380844]","[0.9728912711143494, -0.2296684831380844, -0.02710866928100586]"
"[-0.02710866928100586, -0.2296684831380844, -0.9728912711143494]","[-0.2296684831380844, -0.9457825422286987, 0.2296684831380844]","[-0.9728912711143494, 0.2296684831380844, -0.02710866928100586]"
"[0.9457826018333435, -0.2296684831380844, -0.2296684831380844]","[-0.2296684831380844, 0.027108728885650635, -0.9728912711143494]","[0.2296684831380844, 0.9728912711143494, -0.02710866928100586]"
"[0.15031999349594116, -0.6670740842819214, 0.7296684384346008]","[0.0657941997051239, -0.729668378829956, -0.6806284189224243]","[0.9864456057548523, 0.15031996369361877, -0.06579411029815674]"
"[0.15031999349594116, 0.0657941997051239, -0.9864456057548523]","[-0.6670740842819214, -0.729668378829956, -0.15031996369361877]","[-0.7296684384346008, 0.6806284189224243, -0.06579411029815674]"
"[0.7296684980392456, -0.6806284189224243, -0.0657941997051239]","[-0.15031996369361877, -0.06579411029815674, -0.9864456057548523]","[0.6670740842819214, 0.7296684384346008, -0.1503199338912964]"
"[0.7296684980392456, -0.15031996369361877, -0.6670740842819214]","[-0.6806284189224243, -0.06579411029815674, -0.7296684384346008]","[0.0657941997051239, 0.9864456057548523, -0.1503199338912964]"
"[0.4374055862426758, -0.8716114163398743, 0.2212914228439331]","[-0.1012798547744751, -0.2922629117965698, -0.9509599208831787]","[0.8935427665710449, 0.3935427963733673, -0.21611404418945312]"
"[0.4374055862426758, -0.1012798547744751, -0.8935427665710449]","[-0.8716114163398743, -0.2922629117965698, -0.3935427963733673]","[-0.2212914228439331, 0.9509599208831787, -0.21611404418945312]"
"[0.2161141037940979, -0.8935427665710449, 0.3935427963733673]","[-0.2212914228439331, -0.4374055862426758, -0.8716114163398743]","[0.9509599208831787, 0.1012798547744751, -0.2922629117965698]"
"[0.2161141037940979, -0.2212914228439331, -0.9509599208831787]","[-0.8935427665710449, -0.4374055862426758, -0.1012798547744751]","[-0.3935427963733673, 0.8716114163398743, -0.2922629117965698]"
"[0.2922629117965698, -0.9509599208831787, 0.1012798547744751]","[-0.3935427963733673, -0.21611404418945312, -0.8935427665710449]","[0.8716114163398743, 0.2212914228439331, -0.4374055862426758]"
"[0.2922629117965698, -0.3935427963733673, -0.8716114163398743]","[-0.9509599208831787, -0.21611404418945312, -0.2212914228439331]","[-0.1012798547744751, 0.8935427665710449, -0.4374055862426758]"
"[0.437405526638031, -0.8445027470588684, -0.3090170621871948]","[-0.5877255797386169, -0.00837695598602295, -0.8090169429779053]","[0.6806284189224243, 0.5354857444763184, -0.5]"
"[0.437405526638031, -0.5877255797386169, -0.6806284189224243]","[-0.8445027470588684, -0.00837695598602295, -0.5354857444763184]","[0.3090170621871948, 0.8090169429779053, -0.5]"
"[0.06579416990280151, -0.9864456057548523, 0.15031996369361877]","[-0.7296684384346008, -0.1503199338912964, -0.6670740842819214]","[0.6806284189224243, -0.0657941997051239, -0.729668378829956]"
"[0.06579416990280151, -0.7296684384346008, -0.6806284189224243]","[-0.9864456057548523, -0.1503199338912964, 0.0657941997051239]","[-0.15031996369361877, 0.6670740842819214, -0.729668378829956]"
"[0.15032005310058594, -0.9509598612785339, -0.2703315019607544]","[-0.8528797030448914, 0.013554394245147705, -0.5219313502311707]","[0.5, 0.30901697278022766, -0.8090169429779053]"
"[0.15032005310058594, -0.8528797030448914, -0.5]","[-0.9509598612785339, 0.013554394245147705, -0.30901697278022766]","[0.2703315019607544, 0.5219313502311707, -0.8090169429779053]"
"[-0.02710866928100586, -0.9728912711143494, 0.2296684831380844]","[-0.9728912711143494, -0.02710866928100586, -0.2296684831380844]","[0.2296684831380844, -0.2296684831380844, -0.9457825422286987]"
"[0.027108728885650635, -0.9728912711143494, -0.2296684831380844]","[-0.9728912711143494, 0.027108728885650635, -0.2296684831380844]","[0.2296684831380844, 0.2296684831380844, -0.9457825422286987]"
"[0.027108728885650635, -0.9728912711143494, 0.2296684831380844]","[-0.9728912711143494, 0.027108728885650635, 0.2296684831380844]","[-0.2296684831380844, -0.2296684831380844, -0.9457825422286987]"
"[-0.02710866928100586, -0.9728912711143494, -0.2296684831380844]","[-0.9728912711143494, -0.02710866928100586, 0.2296684831380844]","[-0.2296684831380844, 0.2296684831380844, -0.9457825422286987]"
"[0.00837695598602295, 0.5354857444763184, 0.8445027470588684]","[0.8090169429779053, -0.5, 0.3090170621871948]","[0.5877255797386169, 0.6806284189224243, -0.4374055862426758]"
"[0.00837695598602295, 0.8090169429779053, -0.5877255797386169]","[0.5354857444763184, -0.5, -0.6806284189224243]","[-0.8445027470588684, -0.3090170621871948, -0.4374055862426758]"
"[-0.01355433464050293, 0.30901697278022766, 0.9509598612785339]","[0.5219313502311707, -0.8090169429779053, 0.2703315019607544]","[0.8528797030448914, 0.5, -0.1503199338912964]"
"[-0.01355433464050293, 0.5219313502311707, 0.8528797030448914]","[0.30901697278022766, -0.8090169429779053, 0.5]","[0.9509598612785339, 0.2703315019607544, -0.1503199338912964]"
"[-0.01355433464050293, 0.5219313502311707, -0.8528797030448914]","[0.30901697278022766, -0.8090169429779053, -0.5]","[-0.9509598612785339, -0.2703315019607544, -0.1503199338912964]"
"[-0.01355433464050293, 0.30901697278022766, -0.9509598612785339]","[0.5219313502311707, -0.8090169429779053, -0.2703315019607544]","[-0.8528797030448914, -0.5, -0.1503199338912964]"
"[-0.01355433464050293, -0.5219313502311707, 0.8528797030448914]","[-0.30901697278022766, -0.8090169429779053, -0.5]","[0.9509598612785339, -0.2703315019607544, -0.1503199338912964]"
"[-0.01355433464050293, -0.30901697278022766, 0.9509598612785339]","[-0.5219313502311707, -0.8090169429779053, -0.2703315019607544]","[0.8528797030448914, -0.5, -0.1503199338912964]"
"[-0.01355433464050293, -0.30901697278022766, -0.9509598612785339]","[-0.5219313502311707, -0.8090169429779053, 0.2703315019607544]","[-0.8528797030448914, 0.5, -0.1503199338912964]"
"[-0.01355433464050293, -0.5219313502311707, -0.8528797030448914]","[-0.30901697278022766, -0.8090169429779053, 0.5]","[-0.9509598612785339, 0.2703315019607544, -0.1503199338912964]"
"[0.00837695598602295, -0.8090169429779053, 0.5877255797386169]","[-0.5354857444763184, -0.5, -0.6806284189224243]","[0.8445027470588684, -0.3090170621871948, -0.4374055862426758]"
"[0.00837695598602295, -0.5354857444763184, -0.8445027470588684]","[-0.8090169429779053, -0.5, 0.3090170621871948]","[-0.5877255797386169, 0.6806284189224243, -0.4374055862426758]"
"[5.960464477539063e-08, 0.8944271206855774, 0.4472135901451111]","[0.9999999403953552, 5.960464477539063e-08, 0.0]","[0.0, 0.4472135901451111, -0.8944270610809326]"
"[5.960464477539063e-08, 0.9999999403953552, 0.0]","[0.8944271206855774, 5.960464477539063e-08, 0.4472135901451111]","[0.4472135901451111, 0.0, -0.8944270610809326]"
"[5.960464477539063e-08, 0.9999999403953552, 0.0]","[0.8944271206855774, 5.960464477539063e-08, -0.4472135901451111]","[-0.4472135901451111, 0.0, -0.8944270610809326]"
"[5.960464477539063e-08, 0.8944271206855774, -0.4472135901451111]","[0.9999999403953552, 5.960464477539063e-08, 0.0]","[0.0, -0.4472135901451111, -0.8944270610809326]"
"[0.30901700258255005, 0.8090169429779053, 0.4999999701976776]","[0.8090169429779053, 0.05278646945953369, -0.5854101777076721]","[-0.4999999701976776, 0.5854101777076721, -0.6381964683532715]"
"[0.0854102373123169, 0.5, 0.8618033528327942]","[0.9472135305404663, -0.3090169429779053, 0.08541017770767212]","[0.30901700258255005, 0.8090169429779053, -0.49999988079071045]"
"[0.0854102373123169, 0.9472135305404663, -0.30901700258255005]","[0.5, -0.3090169429779053, -0.8090169429779053]","[-0.8618033528327942, -0.08541017770767212, -0.49999988079071045]"
"[0.5, 0.30901700258255005, 0.8090169429779053]","[0.8618033528327942, -0.08541011810302734, -0.5]","[-0.08541017770767212, 0.9472135305404663, -0.3090169429779053]"
"[0.5, 0.8618033528327942, 0.08541017770767212]","[0.30901700258255005, -0.08541011810302734, -0.9472135305404663]","[-0.8090169429779053, 0.5, -0.3090169429779053]"
"[0.3090170621871948, -0.08541017770767212, 0.9472135305404663]","[0.8090169429779053, -0.49999988079071045, -0.30901700258255005]","[0.5, 0.8618033528327942, -0.08541011810302734]"
"[0.3090170621871948, 0.8090169429779053, -0.5]","[-0.08541017770767212, -0.49999988079071045, -0.8618033528327942]","[-0.9472135305404663, 0.30901700258255005, -0.08541011810302734]"
"[5.960464477539063e-08, 0.0, 0.9999999403953552]","[0.4472135901451111, -0.8944270610809326, 0.0]","[0.8944271206855774, 0.4472135901451111, 5.960464477539063e-08]"
"[5.960464477539063e-08, 0.4472135901451111, 0.8944271206855774]","[0.0, -0.8944270610809326, 0.4472135901451111]","[0.9999999403953552, 0.0, 5.960464477539063e-08]"
"[0.8944271802902222, 0.0, 0.4472135901451111]","[0.4472135901451111, 5.960464477539063e-08, -0.8944271206855774]","[0.0, 0.9999999403953552, 5.960464477539063e-08]"
"[0.8944271802902222, 0.4472135901451111, 0.0]","[0.0, 5.960464477539063e-08, -0.9999999403953552]","[-0.4472135901451111, 0.8944271206855774, 5.960464477539063e-08]"
"[5.960464477539063e-08, 0.4472135901451111, -0.8944271206855774]","[0.0, -0.8944270610809326, -0.4472135901451111]","[-0.9999999403953552, 0.0, 5.960464477539063e-08]"
"[5.960464477539063e-08, 0.0, -0.9999999403953552]","[0.4472135901451111, -0.8944270610809326, 0.0]","[-0.8944271206855774, -0.4472135901451111, 5.960464477539063e-08]"
"[0.638196587562561, -0.4999999701976776, 0.5854101777076721]","[0.4999999701976776, -0.3090169429779053, -0.8090169429779053]","[0.5854101777076721, 0.8090169429779053, 0.05278646945953369]"
"[0.638196587562561, 0.4999999701976776, -0.5854101777076721]","[-0.4999999701976776, -0.3090169429779053, -0.8090169429779053]","[-0.5854101777076721, 0.8090169429779053, 0.05278646945953369]"
"[5.960464477539063e-08, -0.4472135901451111, 0.8944271206855774]","[0.0, -0.8944270610809326, -0.4472135901451111]","[0.9999999403953552, 0.0, 5.960464477539063e-08]"
"[5.960464477539063e-08, 0.0, 0.9999999403953552]","[-0.4472135901451111, -0.8944270610809326, 0.0]","[0.8944271206855774, -0.4472135901451111, 5.960464477539063e-08]"
"[0.8944271802902222, -0.4472135901451111, 0.0]","[0.0, 5.960464477539063e-08, -0.9999999403953552]","[0.4472135901451111, 0.8944271206855774, 5.960464477539063e-08]"
"[0.8944271802902222, 0.0, -0.4472135901451111]","[-0.4472135901451111, 5.960464477539063e-08, -0.8944271206855774]","[0.0, 0.9999999403953552, 5.960464477539063e-08]"
"[5.960464477539063e-08, 0.0, -0.9999999403953552]","[-0.4472135901451111, -0.8944270610809326, 0.0]","[-0.8944271206855774, 0.4472135901451111, 5.960464477539063e-08]"
"[5.960464477539063e-08, -0.4472135901451111, -0.8944271206855774]","[0.0, -0.8944270610809326, 0.4472135901451111]","[-0.9999999403953552, 0.0, 5.960464477539063e-08]"
"[0.3090170621871948, -0.8090169429779053, 0.5]","[0.08541017770767212, -0.49999988079071045, -0.8618033528327942]","[0.9472135305404663, 0.30901700258255005, -0.08541011810302734]"
"[0.3090170621871948, 0.08541017770767212, -0.9472135305404663]","[-0.8090169429779053, -0.49999988079071045, -0.30901700258255005]","[-0.5, 0.8618033528327942, -0.08541011810302734]"
"[0.5, -0.8618033528327942, -0.08541017770767212]","[-0.30901700258255005, -0.08541011810302734, -0.9472135305404663]","[0.8090169429779053, 0.5, -0.3090169429779053]"
"[0.5, -0.30901700258255005, -0.8090169429779053]","[-0.8618033528327942, -0.08541011810302734, -0.5]","[0.08541017770767212, 0.9472135305404663, -0.3090169429779053]"
"[0.0854102373123169, -0.9472135305404663, 0.30901700258255005]","[-0.5, -0.3090169429779053, -0.8090169429779053]","[0.8618033528327942, -0.08541017770767212, -0.49999988079071045]"
"[0.0854102373123169, -0.5, -0.8618033528327942]","[-0.9472135305404663, -0.3090169429779053, 0.08541017770767212]","[-0.30901700258255005, 0.8090169429779053, -0.49999988079071045]"
"[0.30901700258255005, -0.8090169429779053, -0.4999999701976776]","[-0.8090169429779053, 0.05278646945953369, -0.5854101777076721]","[0.4999999701976776, 0.5854101777076721, -0.6381964683532715]"
"[5.960464477539063e-08, -0.9999999403953552, 0.0]","[-0.8944271206855774, 5.960464477539063e-08, -0.4472135901451111]","[0.4472135901451111, 0.0, -0.8944270610809326]"
"[5.960464477539063e-08, -0.8944271206855774, 0.4472135901451111]","[-0.9999999403953552, 5.960464477539063e-08, 0.0]","[0.0, -0.4472135901451111, -0.8944270610809326]"
"[5.960464477539063e-08, -0.8944271206855774, -0.4472135901451111]","[-0.9999999403953552, 5.960464477539063e-08, 0.0]","[0.0, 0.4472135901451111, -0.8944270610809326]"
"[5.960464477539063e-08, -0.9999999403953552, 0.0]","[-0.8944271206855774, 5.960464477539063e-08, 0.4472135901451111]","[-0.4472135901451111, 0.0, -0.8944270610809326]"
"[-0.05278635025024414, 0.5854101777076721, 0.8090169429779053]","[0.5854101777076721, -0.6381964683532715, 0.4999999701976776]","[0.8090169429779053, 0.4999999701976776, -0.3090169429779053]"
"[-0.05278635025024414, 0.5854101777076721, -0.8090169429779053]","[0.5854101777076721, -0.6381964683532715, -0.4999999701976776]","[-0.8090169429779053, -0.4999999701976776, -0.3090169429779053]"
"[-0.05278635025024414, -0.5854101777076721, 0.8090169429779053]","[-0.5854101777076721, -0.6381964683532715, -0.4999999701976776]","[0.8090169429779053, -0.4999999701976776, -0.3090169429779053]"
"[-0.05278635025024414, -0.5854101777076721, -0.8090169429779053]","[-0.5854101777076721, -0.6381964683532715, 0.4999999701976776]","[-0.8090169429779053, 0.4999999701976776, -0.3090169429779053]"
"[0.20773708820343018, -0.35805708169937134, 0.9102968573570251]","[0.702559769153595, -0.5929027795791626, -0.3935427665710449]","[0.6806283593177795, 0.7212914228439331, 0.1283886432647705]"
"[0.20773708820343018, 0.702559769153595, -0.6806283593177795]","[-0.35805708169937134, -0.5929027795791626, -0.7212914228439331]","[-0.9102968573570251, 0.3935427665710449, 0.1283886432647705]"
"[0.013554394245147705, -0.30901697278022766, 0.9509598612785339]","[0.5219313502311707, -0.8090169429779053, -0.2703315019607544]","[0.8528797030448914, 0.5, 0.15032005310058594]"
"[0.013554394245147705, 0.5219313502311707, -0.8528797030448914]","[-0.30901697278022766, -0.8090169429779053, -0.5]","[-0.9509598612785339, 0.2703315019607544, 0.15032005310058594]"
"[0.36323434114456177, -0.5793485641479492, 0.7296684980392456]","[0.5793485641479492, -0.47289133071899414, -0.6638743281364441]","[0.7296684980392456, 0.6638743281364441, 0.16387438774108887]"
"[0.36323434114456177, 0.5793485641479492, -0.7296684980392456]","[-0.5793485641479492, -0.47289133071899414, -0.6638743281364441]","[-0.7296684980392456, 0.6638743281364441, 0.16387438774108887]"
"[0.013554394245147705, -0.5219313502311707, 0.8528797030448914]","[0.30901697278022766, -0.8090169429779053, -0.5]","[0.9509598612785339, 0.2703315019607544, 0.15032005310058594]"
"[0.013554394245147705, 0.30901697278022766, -0.9509598612785339]","[-0.5219313502311707, -0.8090169429779053, -0.2703315019607544]","[-0.8528797030448914, 0.5, 0.15032005310058594]"
"[0.20773708820343018, -0.702559769153595, 0.6806283593177795]","[0.35805708169937134, -0.5929027795791626, -0.7212914228439331]","[0.9102968573570251, 0.3935427665710449, 0.1283886432647705]"
"[0.20773708820343018, 0.35805708169937134, -0.9102968573570251]","[-0.702559769153595, -0.5929027795791626, -0.3935427665710449]","[-0.6806283593177795, 0.7212914228439331, 0.1283886432647705]"
"[-0.1503199338912964, 0.8528797030448914, 0.5]","[0.9509598612785339, -0.01355433464050293, 0.30901697278022766]","[0.2703315019607544, 0.5219313502311707, -0.8090169429779053]"
"[-0.1503199338912964, 0.9509598612785339, 0.2703315019607544]","[0.8528797030448914, -0.01355433464050293, 0.5219313502311707]","[0.5, 0.30901697278022766, -0.8090169429779053]"
"[-0.1503199338912964, 0.9509598612785339, -0.2703315019607544]","[0.8528797030448914, -0.01355433464050293, -0.5219313502311707]","[-0.5, -0.30901697278022766, -0.8090169429779053]"
"[-0.1503199338912964, 0.8528797030448914, -0.5]","[0.9509598612785339, -0.01355433464050293, -0.30901697278022766]","[-0.2703315019607544, -0.5219313502311707, -0.8090169429779053]"
"[-0.12838852405548096, 0.6806283593177795, 0.7212914228439331]","[0.9102968573570251, -0.20773696899414062, 0.35805708169937134]","[0.3935427665710449, 0.702559769153595, -0.5929027795791626]"
"[-0.12838852405548096, 0.9102968573570251, -0.3935427665710449]","[0.6806283593177795, -0.20773696899414062, -0.702559769153595]","[-0.7212914228439331, -0.35805708169937134, -0.5929027795791626]"
"[-0.16387438774108887, 0.7296684980392456, 0.6638743281364441]","[0.7296684980392456, -0.363234281539917, 0.5793485641479492]","[0.6638743281364441, 0.5793485641479492, -0.47289133071899414]"
"[-0.16387438774108887, 0.7296684980392456, -0.6638743281364441]","[0.7296684980392456, -0.363234281539917, -0.5793485641479492]","[-0.6638743281364441, -0.5793485641479492, -0.47289133071899414]"
"[0.47289127111434937, 0.6638743281364441, 0.5793485641479492]","[0.6638743281364441, 0.16387438774108887, -0.7296684980392456]","[-0.5793485641479492, 0.7296684980392456, -0.363234281539917]"
"[0.5929028987884521, 0.3935427665710449, 0.702559769153595]","[0.7212914228439331, 0.1283886432647705, -0.6806283593177795]","[-0.35805708169937134, 0.9102968573570251, -0.20773696899414062]"
"[0.5929028987884521, 0.7212914228439331, 0.35805708169937134]","[0.3935427665710449, 0.1283886432647705, -0.9102968573570251]","[-0.702559769153595, 0.6806283593177795, -0.20773696899414062]"
"[0.80901700258255, 0.2703315019607544, 0.5219313502311707]","[0.5, 0.15032005310058594, -0.8528797030448914]","[-0.30901697278022766, 0.9509598612785339, -0.01355433464050293]"
"[0.80901700258255, 0.5, 0.30901697278022766]","[0.2703315019607544, 0.15032005310058594, -0.9509598612785339]","[-0.5219313502311707, 0.8528797030448914, -0.01355433464050293]"
"[0.80901700258255, -0.5, -0.30901697278022766]","[-0.2703315019607544, 0.15032005310058594, -0.9509598612785339]","[0.5219313502311707, 0.8528797030448914, -0.01355433464050293]"
"[0.80901700258255, -0.2703315019607544, -0.5219313502311707]","[-0.5, 0.15032005310058594, -0.8528797030448914]","[0.30901697278022766, 0.9509598612785339, -0.01355433464050293]"
"[0.5929028987884521, -0.7212914228439331, -0.35805708169937134]","[-0.3935427665710449, 0.1283886432647705, -0.9102968573570251]","[0.702559769153595, 0.6806283593177795, -0.20773696899414062]"
"[0.5929028987884521, -0.3935427665710449, -0.702559769153595]","[-0.7212914228439331, 0.1283886432647705, -0.6806283593177795]","[0.35805708169937134, 0.9102968573570251, -0.20773696899414062]"
"[0.47289127111434937, -0.6638743281364441, -0.5793485641479492]","[-0.6638743281364441, 0.16387438774108887, -0.7296684980392456]","[0.5793485641479492, 0.7296684980392456, -0.363234281539917]"
"[-0.16387438774108887, -0.7296684980392456, 0.6638743281364441]","[-0.7296684980392456, -0.363234281539917, -0.5793485641479492]","[0.6638743281364441, -0.5793485641479492, -0.47289133071899414]"
"[-0.16387438774108887, -0.7296684980392456, -0.6638743281364441]","[-0.7296684980392456, -0.363234281539917, 0.5793485641479492]","[-0.6638743281364441, 0.5793485641479492, -0.47289133071899414]"
"[-0.12838852405548096, -0.9102968573570251, 0.3935427665710449]","[-0.6806283593177795, -0.20773696899414062, -0.702559769153595]","[0.7212914228439331, -0.35805708169937134, -0.5929027795791626]"
"[-0.12838852405548096, -0.6806283593177795, -0.7212914228439331]","[-0.9102968573570251, -0.20773696899414062, 0.35805708169937134]","[-0.3935427665710449, 0.702559769153595, -0.5929027795791626]"
"[-0.1503199338912964, -0.9509598612785339, 0.2703315019607544]","[-0.8528797030448914, -0.01355433464050293, -0.5219313502311707]","[0.5, -0.30901697278022766, -0.8090169429779053]"
"[-0.1503199338912964, -0.8528797030448914, 0.5]","[-0.9509598612785339, -0.01355433464050293, -0.30901697278022766]","[0.2703315019607544, -0.5219313502311707, -0.8090169429779053]"
"[-0.1503199338912964, -0.8528797030448914, -0.5]","[-0.9509598612785339, -0.01355433464050293, 0.30901697278022766]","[-0.2703315019607544, 0.5219313502311707, -0.8090169429779053]"
"[-0.1503199338912964, -0.9509598612785339, -0.2703315019607544]","[-0.8528797030448914, -0.01355433464050293, 0.5219313502311707]","[-0.5, 0.30901697278022766, -0.8090169429779053]"
"[-0.2296684980392456, 0.9457826614379883, 0.2296684831380844]","[0.9728913307189941, 0.2296684980392456, 0.027108684182167053]","[-0.027108684182167053, 0.2296684831380844, -0.9728913307189941]"
"[-0.2296684980392456, 0.9728913307189941, -0.027108684182167053]","[0.9457826614379883, 0.2296684980392456, 0.2296684831380844]","[0.2296684831380844, 0.027108684182167053, -0.9728913307189941]"
"[-0.2296684980392456, 0.9728913307189941, 0.027108684182167053]","[0.9457826614379883, 0.2296684980392456, -0.2296684831380844]","[-0.2296684831380844, -0.027108684182167053, -0.9728913307189941]"
"[-0.2296684980392456, 0.9457826614379883, -0.2296684831380844]","[0.9728913307189941, 0.2296684980392456, -0.027108684182167053]","[0.027108684182167053, -0.2296684831380844, -0.9728913307189941]"
"[0.0, 0.5135543346405029, 0.8580570220947266]","[1.0, 0.0, 0.0]","[0.0, 0.8580570220947266, -0.5135543346405029]"
"[0.0, 1.0, 0.0]","[0.5135543346405029, 0.0, -0.8580570220947266]","[-0.8580570220947266, 0.0, -0.5135543346405029]"
"[0.0, 0.0, 1.0]","[0.8580570220947266, -0.5135543346405029, 0.0]","[0.5135543346405029, 0.8580570220947266, 0.0]"
"[0.5135543346405029, 0.0, 0.8580570220947266]","[0.8580570220947266, 0.0, -0.5135543346405029]","[0.0, 1.0, 0.0]"
"[0.5135543346405029, 0.8580570220947266, 0.0]","[0.0, 0.0, -1.0]","[-0.8580570220947266, 0.5135543346405029, 0.0]"
"[0.0, 0.8580570220947266, -0.5135543346405029]","[0.0, -0.5135543346405029, -0.8580570220947266]","[-1.0, 0.0, 0.0]"
"[-0.1503199338912964, 0.0657941997051239, 0.9864456057548523]","[0.6670740842819214, -0.729668378829956, 0.15031996369361877]","[0.7296684384346008, 0.6806284189224243, 0.06579416990280151]"
"[-0.1503199338912964, 0.6670740842819214, -0.7296684384346008]","[0.0657941997051239, -0.729668378829956, -0.6806284189224243]","[-0.9864456057548523, -0.15031996369361877, 0.06579416990280151]"
"[0.7296684980392456, -0.15031996369361877, 0.6670740842819214]","[0.6806284189224243, 0.06579416990280151, -0.7296684384346008]","[0.0657941997051239, 0.9864456057548523, 0.15031999349594116]"
"[0.7296684980392456, 0.6806284189224243, -0.0657941997051239]","[-0.15031996369361877, 0.06579416990280151, -0.9864456057548523]","[-0.6670740842819214, 0.7296684384346008, 0.15031999349594116]"
"[0.9728913307189941, -0.027108684182167053, 0.2296684831380844]","[0.2296684831380844, 0.2296684980392456, -0.9457826614379883]","[-0.027108684182167053, 0.9728913307189941, 0.2296684980392456]"
"[0.9728913307189941, 0.2296684831380844, 0.027108684182167053]","[-0.027108684182167053, 0.2296684980392456, -0.9728913307189941]","[-0.2296684831380844, 0.9457826614379883, 0.2296684980392456]"
"[0.9728913307189941, -0.2296684831380844, -0.027108684182167053]","[0.027108684182167053, 0.2296684980392456, -0.9728913307189941]","[0.2296684831380844, 0.9457826614379883, 0.2296684980392456]"
"[0.9728913307189941, 0.027108684182167053, -0.2296684831380844]","[-0.2296684831380844, 0.2296684980392456, -0.9457826614379883]","[0.027108684182167053, 0.9728913307189941, 0.2296684980392456]"
"[0.7296684980392456, -0.6806284189224243, 0.0657941997051239]","[0.15031996369361877, 0.06579416990280151, -0.9864456057548523]","[0.6670740842819214, 0.7296684384346008, 0.15031999349594116]"
"[0.7296684980392456, 0.15031996369361877, -0.6670740842819214]","[-0.6806284189224243, 0.06579416990280151, -0.7296684384346008]","[-0.0657941997051239, 0.9864456057548523, 0.15031999349594116]"
"[-0.1503199338912964, -0.6670740842819214, 0.7296684384346008]","[-0.0657941997051239, -0.729668378829956, -0.6806284189224243]","[0.9864456057548523, -0.15031996369361877, 0.06579416990280151]"
"[-0.1503199338912964, -0.0657941997051239, -0.9864456057548523]","[-0.6670740842819214, -0.729668378829956, 0.15031996369361877]","[-0.7296684384346008, 0.6806284189224243, 0.06579416990280151]"
"[0.0, -0.8580570220947266, 0.5135543346405029]","[0.0, -0.5135543346405029, -0.8580570220947266]","[1.0, 0.0, 0.0]"
"[0.5135543346405029, -0.8580570220947266, 0.0]","[0.0, 0.0, -1.0]","[0.8580570220947266, 0.5135543346405029, 0.0]"
"[0.5135543346405029, 0.0, -0.8580570220947266]","[-0.8580570220947266, 0.0, -0.5135543346405029]","[0.0, 1.0, 0.0]"
"[0.0, 0.0, -1.0]","[-0.8580570220947266, -0.5135543346405029, 0.0]","[-0.5135543346405029, 0.8580570220947266, 0.0]"
"[0.0, -1.0, 0.0]","[-0.5135543346405029, 0.0, -0.8580570220947266]","[0.8580570220947266, 0.0, -0.5135543346405029]"
"[0.0, -0.5135543346405029, -0.8580570220947266]","[-1.0, 0.0, 0.0]","[0.0, 0.8580570220947266, -0.5135543346405029]"
"[-0.2296684980392456, -0.9728913307189941, -0.027108684182167053]","[-0.9457826614379883, 0.2296684980392456, -0.2296684831380844]","[0.2296684831380844, -0.027108684182167053, -0.9728913307189941]"
"[-0.2296684980392456, -0.9457826614379883, 0.2296684831380844]","[-0.9728913307189941, 0.2296684980392456, -0.027108684182167053]","[-0.027108684182167053, -0.2296684831380844, -0.9728913307189941]"
"[-0.2296684980392456, -0.9457826614379883, -0.2296684831380844]","[-0.9728913307189941, 0.2296684980392456, 0.027108684182167053]","[0.027108684182167053, 0.2296684831380844, -0.9728913307189941]"
"[-0.2296684980392456, -0.9728913307189941, 0.027108684182167053]","[-0.9457826614379883, 0.2296684980392456, 0.2296684831380844]","[-0.2296684831380844, 0.027108684182167053, -0.9728913307189941]"
"[-0.06579411029815674, 0.7296684384346008, 0.6806284189224243]","[0.9864456057548523, 0.15031999349594116, -0.0657941997051239]","[-0.15031996369361877, 0.6670740842819214, -0.729668378829956]"
"[-0.06579411029815674, 0.9864456057548523, 0.15031996369361877]","[0.7296684384346008, 0.15031999349594116, -0.6670740842819214]","[-0.6806284189224243, 0.0657941997051239, -0.729668378829956]"
